RAZAO SOCIAL,CNPJ,ENDEREÇO,lat,lng,CIDADE
REVAL COMERCIO DE MATERIAL PARA CONSTRUCAO EM GERAL LTD,467114000146,"AVENIDA KUMAKI AOKI  466 , SAO PAULO",-23.4800907,-46.4250585,SAO PAULO
COMERCIAL BRASILANDIA DE FERRAGENS LTDA,467768000170,"RUA PARAPUA  1827 , SAO PAULO",-23.4701284,-46.6936309,SAO PAULO
ABC IMPER COM E APLICACAO DE IMPERMEABILIZACOES LTD,472508000192,"RUA NAPOLI  48 , SANTO ANDRE",-23.6263264,-46.5384854,SANTO ANDRE
NOVA RIBEIRAO COMERCIO DE TINTAS LTDA,475410000199,"RUA ALBA  1406 , SAO PAULO",-23.6475995,-46.6607235,SAO PAULO
FLORENTINO MATERIAIS PARA CONSTRUCAO LTDA,476502000193,"RUA ARMANDO VIEIRA  330 , SAO PAULO",-23.7061743,-46.6870461,SAO PAULO
LOCARDI ALUGUEL DE EQUIPAMENTOS LTDA,478089000104,"RUA DOUTOR ANDRE  BRENHA RIBEIRO  134 , SAO PAULO",-23.6451823,-46.7428115,SAO PAULO
VIANA COMERCIO DE FERRAGENS E FERRAMENTAS LTDA,484146000150,"AVENIDA SARAH VELOSO  534 , OSASCO",-23.5652321,-46.8027376,OSASCO
SEG & GESSO COMERCIAL E SERVICOS LTDA,486207000118,"RUA PARU  80 , SAO PAULO",-23.4719969,-46.6002595,SAO PAULO
ALCANFERR FERRAMENTAS DE CORTE LTDA,487095000110,"RUA ESTEVAO FURQUIM  461 , SAO PAULO",-23.4962442,-46.6936062,SAO PAULO
ANTONIO WASHINGTON NUNES DA SILVA,488659000139,"RUA DAS TULIPAS  82 , BARUERI",-23.4982762,-46.8909457,BARUERI
ANESIO FIORAVANTE COM DE MATERIAIS PCONSTRUCAO LTDA,490159000131,"RUA VINTE E DOIS DE AGOSTO  264 , SAO PAULO",-23.4676887,-46.6598055,SAO PAULO
VICENTE TSUNAO WATANABE,495963000103,"AVENIDA CONDE DE MONTE CRISTO  934 , SUZANO",-23.5357445,-46.3301459,SUZANO
AKINAGA COMERCIO DE ELETRICA HIDRAULICA E FERRAMENTAS LTDA,503602000161,"RUA GENERAL FRANCISCO GLICERIO  2103 , SUZANO",-23.5529041,-46.3154002,SUZANO
F ALVES DE CARVALHO,504895000100,"AVENIDA ALEXIOS JAFET  2714 , SAO PAULO",-23.4343778,-46.754764,SAO PAULO
CENTER FANTI COMERCIO VAREJ DE MATP CONSTRUCAO LTDA,507321000187,"RUA DULCE  368 , SAO PAULO",-23.5525902,-46.5370223,SAO PAULO
AGNALDO TIEN KUO CHANG,507843000189,"AVENIDA PADRE ANTONIO JSANTOS  1099 , SAO PAULO",-23.609251,-46.6881584,SAO PAULO
KENNEDY COMERCIO DE MATERIAIS PARA CONSTRUCAO DE SAO BERNARDO DO CAMPO LTDA,509543000139,"AVENIDA ROBERT KENNEDY  1736 , SAO BERNARDO DO CAMPO",-23.7058399,-46.576001,SAO BERNARDO DO CAMPO
SAMER COMERCIAL LTDA,509921000184,"RUA GASPARINO LUNARDI  532 , OSASCO",-23.5315211,-46.7929161,OSASCO
"BAMES COMERCIO DE PECAS, EQUIPAMENTOS E SERVICOS LTDA",510704000104,"AVENIDA FERRAZ ALVIM (JD RUYCE)  599 , DIADEMA",-23.706586,-46.6020636,DIADEMA
JOAQUIM BRAGA DOS SANTOS,510904000167,"AVENIDA SENADOR TEOTONIO VILELA  4885 , SAO PAULO",-23.7409691,-46.7049497,SAO PAULO
COFERSUL COMERCIO DE FERRANGENS SUL LTDA,512591000186,"RUA PENSILVANIA  1040 , SAO PAULO",-23.6103688,-46.6881141,SAO PAULO
CONSTRUCENTER COMERCIO DE MATERIAIS P CONSTR LTDA,513618000155,"RUA ANTONIO DO CAMPO  515 , SAO PAULO",-23.6922456,-46.6728611,SAO PAULO
LUMINA COMERCIO E INSTALACOES ELETRICAS LTDA,519513000103,"AVENIDA DIOGENES RIBEIRO DE LIMA  3600 , SAO PAULO",-23.5291594,-46.7199025,SAO PAULO
PREMITTA INDUSTRIA E COMERCIO DE MARMORES E GRANITOS EIRELI,519563000190,"RUA IBIRAPORA  194 , SAO PAULO",-23.6036163,-46.7428767,SAO PAULO
PIRSANT COMERCIO E SERVICOS LTDA,525412000145,"RUA ARAFURA  225 , SAO BERNARDO DO CAMPO",-23.6874059,-46.5634231,SAO BERNARDO DO CAMPO
ARTCOR COMERCIO DE TINTAS LTDA,526040000171,"AVENIDA GUARAPIRANGA  2241 , SAO PAULO",-23.6691446,-46.733607,SAO PAULO
JS MATERIAIS PARA CONSTRUCAO LTDA,526937000103,"ESTRADA ITAPECERICA A CAMPO LIMPO  2402 , EMBU DAS ARTES",-23.6683403,-46.8022454,EMBU DAS ARTES
COMERCIAL ELETRICA MABEL LTDA,530570000193,"RUA MARECHAL DEODORO DA FONSECA  292 , JUNDIAI",-23.1852433,-46.8837251,JUNDIAI
MADEIREIRA YPEBRASIL LTDA,531100000144,"RUA BRASIL  1980 , JUNDIAI",-23.2102652,-46.8735417,JUNDIAI
P L L MATERIAIS PARA CONSTRUCAO LTDA,534093000134,"RUA SANTA CRUZ DA CONCEICAO  107 , SAO PAULO",-23.460807,-46.6869864,SAO PAULO
FREMAQ MAQUINAS E FERRAMENTAS EIRELI,535990000162,"RUA BARTOLOMEU PAES  702 , SAO PAULO",-23.5139335,-46.7201107,SAO PAULO
FREMAQ MAQUINAS E FERRAMENTAS EIRELI,535990000162,"RUA BARTOLOMEU PAES  702 , SAO PAULO",-23.5139335,-46.7201107,SAO PAULO
FREMAQ MAQUINAS E FERRAMENTAS EIRELI,535990000162,"RUA BARTOLOMEU PAES  702 , SAO PAULO",-23.5139335,-46.7201107,SAO PAULO
"LDA VIDROS, SERRALHEIRA E ELETROELETRONICOS LTDA",546618000151,"AVENIDA ENGENHEIRO ARMANDO DE ARRUDA PEREIRA  3744 , SAO PAULO",-23.6578946,-46.6361996,SAO PAULO
BENICIO FREZARIN RIBEIRO,554978000103,"RUA CACHOEIRA PAULISTA  1326 , POA",-23.5262522,-46.3634995,POA
COMERCIAL SERVIS LTDA,556247000199,"RUA DOS MATIAS  157 , JANDIRA",-23.5346139,-46.9132926,JANDIRA
COMERCIO DE VIDROS PEREIRA E LIMA,559115000110,"ESTRADA ITAPECERICA  840 , SAO PAULO",-23.6439507,-46.7436558,SAO PAULO
COMERCIAL ZCT LTDA,559907000195,"RUA JOAO MOREIRA SALLES  971 , SAO PAULO",-23.5848422,-46.7732246,SAO PAULO
COMERCIAL ZCT LTDA,559907000195,"RUA JOAO MOREIRA SALLES  971 , SAO PAULO",-23.5848422,-46.7732246,SAO PAULO
DICA COMERCIO DE MATERIAIS HIDRAULICOS LTDA,564595000108,"RUA DOUTOR JORGE VEIGA  559 , SAO PAULO",-23.5524237,-46.5414879,SAO PAULO
DIVINARDI COMERCIO DE DIVISORIAS LTDA,569409000123,"RUA ELOI MENDES  298 , SAO PAULO",-23.5916031,-46.5046571,SAO PAULO
POLLO COMERCIAL DE MATERIAIS ELETRICOS EIRELI,573366000150,"RUA TIJUAPE  320 , SAO PAULO",-23.6887031,-46.7761266,SAO PAULO
MAGWIDIA COMERCIO DE FERRAMENTAS LTDA,578750000145,"AVENIDA ATLANTICA  3563 , SAO PAULO",-23.6972714,-46.7146724,SAO PAULO
LABC COMERCIO DE AREIA E PEDRA LTDA,588917000159,"AVENIDA BRASILIA  1205 , SUZANO",-23.5482336,-46.2998461,SUZANO
MKAR  COMERCIO DE TINTAS E FERRAMENTAS EIRELI,600145000123,"AVENIDA DO CURSINO  1916 , SAO PAULO",-23.6188193,-46.6197132,SAO PAULO
GESSO MODELO COMERCIO E SERVICOS LTDA,606138000139,"RUA REYNALDO BATALHA  197 , MOGI DAS CRUZES",-23.5673606,-46.1908739,MOGI DAS CRUZES
HEXPANSAO COMERCIO DE FERRAGENS LTDA,607038000127,"RUA PAULO NUNES FELIX  84 , SAO PAULO",-23.6229246,-46.4767729,SAO PAULO
COMERCIAL KINO LTDA,607909000102,"RUA ALAGOINHA  1008 , BARUERI",-23.5043139,-46.8107565,BARUERI
TOCCOKK MATERIAIS DE CONSTRUCAO LTDA,611993000138,"AVENIDA WALTER BOVERI  855 , OSASCO",-23.5640468,-46.7967153,OSASCO
GORDO SS MATERIAIS PARA CONSTRUCAO EIRELI,614290000163,"AVENIDA CELSO GARCIA  969 , SAO PAULO",-23.5383124,-46.6030395,SAO PAULO
GIRASSOL COMERCIO DE TINTAS LTDA,619942000152,"AVENIDA JOAO PAULO II  1235 , EMBU DAS ARTES",-23.6475336,-46.8015506,EMBU DAS ARTES
SEVERINA BENTO DOS SANTOS,627177000112,"AVENIDA TANCREDO ALMEIDA NEVES  546 , FERRAZ DE VASCONCELOS",-23.5367275,-46.3715265,FERRAZ DE VASCONCELOS
NOVOS BAIANOS MATERIAIS PARA CONSTRUCAO LTDA,628523000187,"RUA VINTE E SEIS DE ABRIL  2 , SAO PAULO",-23.5251397,-46.5202587,SAO PAULO
JOSE RICARDO DA SILVA VIDROS,635666000116,"RUA JOSE MASCARENHAS  1531 , SAO PAULO",-23.5370094,-46.5225836,SAO PAULO
RIPISOLDAS COMERCIO DE SOLDAS E FERRAMENTAS LTDA,636676000176,"AVENIDA FRANCISCO MONTEIRO  2269 , RIBEIRAO PIRES",-23.7008811,-46.3971391,RIBEIRAO PIRES
RIPISOLDAS COMERCIO DE SOLDAS E FERRAMENTAS LTDA,636676000257,"AVENIDA DAS NACOES  2010 , SANTO ANDRE",-23.6429673,-46.4967277,SANTO ANDRE
FERRAGENS EMAPU LTDA,637858000161,"RUA MOREIRA E COSTA  466 , SAO PAULO",-23.5897186,-46.6099724,SAO PAULO
MANOEL ADRIANO VIVEIROS CABRAL MAT PCONSTRUCAO,641023000185,"AVENIDA ITABERABA  4664 , SAO PAULO",-23.4752874,-46.6738313,SAO PAULO
ALFA AFIACOES E COMERCIO DE SERRAS LTDA,644093000197,"AVENIDA SAPOPEMBA  1415 , SAO PAULO",-23.5673948,-46.569401,SAO PAULO
ROGERMAT MATERIAIS PARA CONSTRUCAO LTDA,645791000107,"RUA TITO OLIANI  983 , SAO PAULO",-23.6298205,-46.5885416,SAO PAULO
POLYTEC MATERIAIS PARA CONSTRUCAO LTDA,645919000132,"RUA JOSE DO PATROCIN WAETGE  67 , SAO PAULO",-23.5696088,-46.7618115,SAO PAULO
POLYTEC MATERIAIS PARA CONSTRUCAO LTDA,645919000132,"RUA JOSE DO PATROCIN WAETGE  67 , SAO PAULO",-23.5696088,-46.7618115,SAO PAULO
ELUTA COMERCIO DE MATERIAIS PARA CONSTRUCAO LTDA,650447000106,"RUA OSCAR FREIRE  2319 , SAO PAULO",-23.552818,-46.677532,SAO PAULO
LUCIANO PRECIOSO REGUERO,652779000120,"AVENIDA PREFEITO FRANCISCO RIBEIRO NOGUEIRA  7165 , MOGI DAS CRUZES",-23.5619116,-46.186609,MOGI DAS CRUZES
SERRALHERIA PHOENIX LTDA,657083000196,"RUA MATHEUS FUNES ARENA  98 , SAO BERNARDO DO CAMPO",-23.6914611,-46.566576,SAO BERNARDO DO CAMPO
TARIMATA COMERCIO DE MADEIRAS LTDA,660728000140,"RUA DAS FIGUEIRAS  193 , SAO PAULO",-23.8559526,-46.7056447,SAO PAULO
GONCALVES DIAS ARAUJO MATERIAIS DE CONSTRUCAO LTDA,660946000184,"RUA PROFESSOR ERNESTINA LOUREIRO DE MIRANDA  109 , SAO PAULO",-23.521177,-46.4831347,SAO PAULO
"ABK COMERCIO, IMPORTACAO E EXPORTACAO, REPRESENTACOES E SERVICOS LTDA",663081000100,"RUA CAPITAO OTAVIO MACHADO  164 , SAO PAULO",-23.6366673,-46.6979563,SAO PAULO
ETCA MATERIAIS ELETRICOS LTDA,669406000161,"RUA CORONEL FRANCISCO INACIO  703 , SAO PAULO",-23.6116148,-46.6014347,SAO PAULO
CENTRAL DE TINTAS PERUS LTDA,676644000102,"AVENIDA FIORELLI  PECCICACCO  1480 , SAO PAULO",-23.4041827,-46.7488882,SAO PAULO
RV PLASTIC FORROS E DIVISORIAS LTDA,676849000180,"RUA MARIA DOMITILA  295 , SAO PAULO",-23.5452335,-46.6238474,SAO PAULO
ELETRICO ALMEIDA INSTALACOES LTDA,678962000102,"RUA DESEMBARGADOR VALE  605 , SAO PAULO",-23.5309155,-46.6866712,SAO PAULO
ESTACAO SOUSA PAZ MATERIAIS PARA CONSTRUCAO LTDA,679243000106,"AVENIDA PAULO GUILGUER REIMBERG  2648 , SAO PAULO",-23.777427,-46.6952338,SAO PAULO
JUNDIVAL COMERCIO SERVICOS INDUSTRIAIS LTDA,679511000181,"RUA ANTONIO ZANDONA  120 , JUNDIAI",-23.1862937,-46.8667076,JUNDIAI
CENTER CAMBUCI FERRAGENS LTDA,680096000186,"AVENIDA LINS DE VASCONCELOS  626 , SAO PAULO",-23.5688113,-46.6221565,SAO PAULO
FRANCISCO RHONALDO GRANGEIRO DE OLIVEIRA,680684000110,"AVENIDA DAS GAROUPAS  208 , SAO PAULO",-23.6999951,-46.6488673,SAO PAULO
SIQUEIRA & NATALI MATERIAIS DE CONSTRUCOES LTDA,683327000105,"RUA MONTEIRO LOBATO  275 , ITAPECERICA DA SERRA",-23.7466316,-46.7958547,ITAPECERICA DA SERRA
ANP MATERIAIS PARA CONSTRUCAO LTDA,689099000180,"RUA SETE DE SETEMBRO  27 , RIBEIRAO PIRES",-23.7221294,-46.4226903,RIBEIRAO PIRES
EIVALDO ANTONIO FUZA SERRALHERIA,691372000101,"RUA EDMUNDO DE PAULA COELHO  36 , SAO PAULO",-23.5201467,-46.4688075,SAO PAULO
WSE COMERCIO DE MATERIAIS PARA CONSTRUCAO EIRELI,691405000113,"RUA ORATORIO  5099 , SANTO ANDRE",-23.6256052,-46.4918009,SANTO ANDRE
COMERCIAL MITSUMASA LTDA,703834000163,"AVENIDA SAO MIGUEL  2384 , SAO PAULO",-23.5108096,-46.507919,SAO PAULO
JOAO DE BARROS FREITAS,704567000149,"RUA SATURNINO PEREIRA  871 , SAO PAULO",-23.5513423,-46.4130046,SAO PAULO
COMERCIO DE MATERIAIS H E LTDA,709908000179,"ESTRADA DO M' BOI MIRIM  6799 , SAO PAULO",-23.7020954,-46.7822849,SAO PAULO
DELTA ELETRICA E HIDRAULICA LTDA,713575000151,"RUA MISSISSIPI  595 , SANTO ANDRE",-23.6874975,-46.4348493,SANTO ANDRE
BRILMAD FRIDEL COMERCIO DE MADEIRAS LTDA,718850000120,"RUA BAQUIRIVU  505 , SAO PAULO",-23.6712613,-46.6590489,SAO PAULO
O NEGO BOM COMERCIO DE FERRAGENS LTDA,728404000104,"PRACA VIEIRA DO COUTO  332 , SAO PAULO",-23.5671555,-46.5228128,SAO PAULO
COMERCIAL MANBO MANUTENCAO E COMERCIO DE BOMBAS LTDA,728644000109,"AVENIDA AMADOR BUENO DA VEIGA  3939 , SAO PAULO",-23.5172048,-46.5097754,SAO PAULO
THOWALL HIDRAULICA LTDA,728876000159,"RUA HEMATITA  26 , SAO BERNARDO DO CAMPO",-23.742828,-46.5796758,SAO BERNARDO DO CAMPO
SIMPER COMERCIO DE PISOS PORTAS E ESQUADRIAS LTDA,729128000190,"RUA LINO COUTINHO  1239 , SAO PAULO",-23.5943341,-46.6021594,SAO PAULO
SANOJ MATERIAIS PARA CONSTRUCAO LTDA,731112000112,"RUA KOTO MITSUTANI  738 , SAO PAULO",-23.6501342,-46.7836296,SAO PAULO
VITALIANO PEREIRA NETO,733465000151,"RUA DOS FREIXOS  54 , SAO BERNARDO DO CAMPO",-23.742542,-46.5734663,SAO BERNARDO DO CAMPO
JOEL DE SOUZA,743306000138,"RUA PEDRO SANTALUCIA  19 , SAO PAULO",-23.7016927,-46.6893327,SAO PAULO
FAVERO  COMERCIO DE PEDRA EM GERAL LTDA,748206000102,"RUA MAUA (VL GERTRUDES)  99 , CAIEIRAS",-23.349246,-46.7435519,CAIEIRAS
KAVALCIUK COMERCIAL LTDA,749944000166,"RUA CONSOLACAO  1987 , SAO PAULO",-23.5530512,-46.6592009,SAO PAULO
YUNQUE COMERCIO DE FORJADOS LTDA,751083000150,"ESTRADA TENENTE MARQUES  5430 , SANTANA DE PARNAIBA",-23.4061374,-46.8785955,SANTANA DE PARNAIBA
COMERCIAL SILVA & SOUZA LTDA,751647000155,"RUA TITO  1316 , SAO PAULO",-23.5277509,-46.7045423,SAO PAULO
MAK NEW COM DE FERRAGENS LTDA,756953000184,"RUA BOM JESUS DA PENHA  151 , SAO PAULO",-23.5416521,-46.4133043,SAO PAULO
CASA DE FERRAGENS JURUBIM LTDA,758942000133,"RUA JURUBIM  804 , SAO PAULO",-23.483636,-46.7529451,SAO PAULO
MAUAENSE AREIA E PEDRA LTDA,764263000177,"AVENIDA BARAO DE MAUA  3765 , MAUA",-23.6673921,-46.4274982,MAUA
MADESSI COMERCIO DE MADEIRAS E TELHAS LTDA,766690000194,"RUA GENERAL PORFIRIO DA PAZ  711 , SAO PAULO",-23.5912811,-46.5192047,SAO PAULO
SANDRE FERRAGENS LTDA,767557000152,"AVENIDA ITAMARATI  2393 , SANTO ANDRE",-23.6425516,-46.5057538,SANTO ANDRE
CASA JULIANA COM DE FERRAGENS E MAT ELETRICOS LTDA,768488000100,"RUA MARIA DA CONCEICAO STANWEZ  149 , SAO PAULO",-23.6220857,-46.5054096,SAO PAULO
CONSTRU D COMERCIO DE MATERIAL DE CONSTRUCAO E LIMPEZA LTDA,769715000103,"ALAMEDA RIBEIRO DA SILVA  932 , SAO PAULO",-23.5338184,-46.65167,SAO PAULO
SERVIMPORT  MANUTENCAO E COMERCIO DE MAQUINAS DE SOLDA LTDA,780225000108,"RUA SAO MIGUEL  104 , CARAPICUIBA",-23.5313893,-46.8352751,CARAPICUIBA
ONIX FLEXO COMERCIAL EIRELI,782257000142,"RUA CORONEL XAVIER DE TOLEDO  264 , SAO PAULO",-23.5474808,-46.640756,SAO PAULO
HOSHIMAQ  COMERCIO DE MAQUINAS AGRICOLAS  EIRELI,784762000126,"RUA AROABA,  119 , SAO PAULO",-23.5335259,-46.7299822,SAO PAULO
VALFORT VALVULAS E CONEXOES LTDA,790713000104,"RUA FALCHI GIANINI  1067 , SAO PAULO",-23.5832482,-46.577465,SAO PAULO
DEPOSITO DOS COPOS LTDA,790751000310,"ESTRADA ALBERTO HINOTO  7085 , ITAQUAQUECETUBA",-23.4346344,-46.3276239,ITAQUAQUECETUBA
COMERCIAL NELLITA LTDA,791599000129,"AVENIDA DAS NACOES UNIDAS  12555 , SAO PAULO",-23.608981,-46.6969467,SAO PAULO
MIL COISAS MATERIAIS ELETRICOS LTDA,800183000120,"RUA FELIPE CAMARAO  73 , JANDIRA",-23.5342223,-46.9038418,JANDIRA
CENTER SOMANE LTDA,803636000171,"RUA LOURENCO SAPORITO  196 , SAO PAULO",-23.6257832,-46.7632146,SAO PAULO
SANCHEZ E CAMINHA MADEIRAS E FERRAGENS LTDA,803658000131,"RUA FILOMENA BOCCHI PILLI  123 , SAO PAULO",-23.4940214,-46.6985508,SAO PAULO
MJANUARIO MATERIAIS PARA CONSTRUCAO LTDA,804614000126,"AVENIDA DR ALMIRO LEAL DA COSTA  802 , SAO PAULO",-23.4974124,-46.377157,SAO PAULO
CONSTRUFERFERROS COMERCIO DE MATERIAIS PARA CONSTRUCAO LTDA,805169000119,"AVENIDA JOSE BARBOSA DE SIQUEIRA  1116 , OSASCO",-23.5472984,-46.8092616,OSASCO
M C DE MESQUITA,813285000180,"RUA JOSE BONIFACIO  511 , DIADEMA",-23.6997336,-46.6122709,DIADEMA
FERRAGENS ESTRELA DO ORIENTE LTDA,813406000193,"RUA THULLER  393 , MOGI DAS CRUZES",-23.5469081,-46.2137141,MOGI DAS CRUZES
LEPRI DECORACOES E COMERCIO LTDA,813470000174,"AVENIDA DAS NACOES UNIDAS  12551 , SAO PAULO",-23.6089909,-46.6969227,SAO PAULO
LEPRI DECORACOES E COMERCIO LTDA,813470000174,"AVENIDA DAS NACOES UNIDAS  12551 , SAO PAULO",-23.6089909,-46.6969227,SAO PAULO
LEPRI DECORACOES E COMERCIO LTDA,813470000174,"AVENIDA DAS NACOES UNIDAS  12551 , SAO PAULO",-23.6089909,-46.6969227,SAO PAULO
"GP MADEIRAS, FERRAGENS E ARTEFATOS LTDA",824376000110,"AVENIDA CANDIDO PORTINARI  521 , SAO PAULO",-23.5083295,-46.7518627,SAO PAULO
VDJORDAO HIDRAULICA ELETRICA,825454000100,"AVENIDA PRIMAVERA  112 , SAO PAULO",-23.8507393,-46.7083975,SAO PAULO
MACSIL COMERCIO DE ESQUADRIAS METALICAS LTDA,831021000159,"RUA PADRE SABOIA DE MEDEIROS  575 , SAO PAULO",-23.4973234,-46.5861279,SAO PAULO
GEZULINO BATISTA DE MORAIS DISTRIBUIDORA,831023000148,"RUA ANTONIO LOPES DA SILVA  401 , CARAPICUIBA",-23.534104,-46.8321804,CARAPICUIBA
GEZULINO BATISTA DE MORAIS DISTRIBUIDORA,831023000148,"RUA ANTONIO LOPES DA SILVA  401 , CARAPICUIBA",-23.534104,-46.8321804,CARAPICUIBA
LEILA CRISTINA SCAPIM,840144000156,"RUA HOMERO SILVA  131 , SAO LOURENCO DA SERRA",-23.843029,-46.9384396,SAO LOURENCO DA SERRA
BARAO COMERCIO DE FERRO E ACO LTDA,840894000128,"AVENIDA ALBERTO SOARES SAMPAIO  430 , MAUA",-23.6624987,-46.469465,MAUA
JOAO EDUARDO RANDOLI,842580000164,"RUA TEODORO B DO NASCIMENTO  96 , SAO PAULO",-23.511753,-46.4122225,SAO PAULO
LEANDRO CANDIDO MOREIRA,844133000144,"RUA PONTE DE PEDRAS  151 , BARUERI",-23.4956522,-46.8908306,BARUERI
HIDRAULICA ANDRANE EIRELI,846983000181,"RUA CHARLES AVISON  1006 , SAO PAULO",-23.7349668,-46.6783885,SAO PAULO
GAROUPAS MATERIAIS DE CONSTRUCAO LTDA,847351000132,"AVENIDA DAS GAROUPAS  202 , SAO PAULO",-23.7002379,-46.6492444,SAO PAULO
MITSUPINUS COMERCIO E TRANSPORTES LTDA,852080000103,"ESTRADA PIRAJUSSARA  VALO VELHO  35 , SAO PAULO",-23.6478761,-46.7872949,SAO PAULO
VGP COMERCIO DE MATERIAIS PARA CONSTRUCAO LTDA,852750000191,"AVENIDA ELIAS ALVES DA COSTA  2673 , VARGEM GRANDE PAULISTA",-23.6112982,-47.0054525,VARGEM GRANDE PAULISTA
COENMA ENGENHARIA EIRELI,854903000130,"RUA ABEL RAMOS  276 , SAO PAULO",-23.5084833,-46.5825581,SAO PAULO
MORIOKA MATERIAIS PCONSTRUCAO DE CARAPICUIBA LTDA,856497000144,"RUA JOSIF EZEDLACESK  266 , CARAPICUIBA",-23.532124,-46.8320226,CARAPICUIBA
SOZIRO ONO,859176000101,"AVENIDA BRING MANOEL R JORDAO  131 , BARUERI",-23.5223839,-46.8915261,BARUERI
JOAPOLI COMERCIO DE VIDROS E ESPELHOS LTDA,861698000130,"RUA SAO TIBURCIO  309 , SAO PAULO",-23.5175023,-46.4948155,SAO PAULO
SIGMA DISTRIBUICAO E COMERCIO DE MATERIAIS EIRELI,863953000183,"RUA MANOEL BECKMANN  367 , OSASCO",-23.5179624,-46.797704,OSASCO
CLACIOS INDUSTRIA COMERCIO LOCACAO E MANUTENCAO LTDA,866264000122,"RUA FELIPO ROVERI  38 , SAO CAETANO DO SUL",-23.6252923,-46.5515016,SAO CAETANO DO SUL
JOLAO MATERIAIS PARA CONSTRUCAO LTDA,872833000142,"RUA MARIA DE FATIMA VAZ  8 , BARUERI",-23.4901119,-46.8949176,BARUERI
JOLAO MATERIAIS PARA CONSTRUCAO LTDA,872833000304,"AVENIDA MOACIR DA SILVEIRA  1302 , SANTANA DE PARNAIBA",-23.4815942,-46.8945766,SANTANA DE PARNAIBA
FABIO SILVEIRA JUNIOR,875485000167,"RUA PROFESSOR DIMARAES ANTONIO SANDEI  790 , ITAPEVI",-23.5356829,-46.9407867,ITAPEVI
MARILDA FELIPE,876786000296,"AVENIDA CORONEL SEZEFREDO FAGUNDES  2837 , SAO PAULO",-23.4542018,-46.6022089,SAO PAULO
MARILDA FELIPE,876786000539,"RUA DO USHIKICHI KAMIYA  319 , SAO PAULO",-23.4424266,-46.5915132,SAO PAULO
JOAO MACHADO DA MATA,876941000193,"AVENIDA ALEXIOS JAFET  2387 , SAO PAULO",-23.4372587,-46.7526949,SAO PAULO
"TROPOBELLA MATERIAIS DE CONSTRUCAO, IMPORTACAO E EXPORTACAO EIRELI",879422000189,"RUA ENG SATURNINO DE BRITO  44 , SAO PAULO",-23.5357203,-46.5832797,SAO PAULO
BUSINESS LINK COM IMP E EXP LTDA,879514000169,"RUA AMELIA DA SILVEIRA  61 , SAO PAULO",-23.4555526,-46.7321927,SAO PAULO
BUSINESS LINK COM IMP E EXP LTDA,879514000169,"RUA AMELIA DA SILVEIRA  61 , SAO PAULO",-23.4555526,-46.7321927,SAO PAULO
COMERCIO DE MADEIRAS BARREIRA GRANDE LTDA,881679000175,"RUA MANOEL FERREIRA PIRES  56 , SAO PAULO",-23.5842503,-46.5278303,SAO PAULO
PEREZ TOLEDO COMERCIAL LTDA,885291000142,"AVENIDA PROF LUIZ IANHAIA MELLO  2085 , SANTO ANDRE",-23.6761813,-46.4964665,SANTO ANDRE
ALLIED SERVICOS  EIRELI,890537000174,"ALAMEDA GABRIEL MONTEIRO DA SILVA  1064 , SAO PAULO",-23.5691141,-46.6796827,SAO PAULO
HAME MATERIAIS ELETRICOS LTDA,890598000131,"RUA SAO FERNANDO  139 , BARUERI",-23.5475408,-46.883435,BARUERI
F C CENARIOS & PRODUCOES LTDA,891208000148,"RUA AIMORES  239 , SAO PAULO",-23.5300081,-46.6405785,SAO PAULO
COMERCIAL TMC PRODUTOS METALURGICOS LIMITADA,896390000120,"RUA DOM JOSE DE BARROS  152 , SAO PAULO",-23.5444925,-46.6405705,SAO PAULO
MOISES DOMINGOS DOS SANTOS,908421000115,"PRACA EULALIO DE CARVALHO  54 , SAO PAULO",-23.580473,-46.5097003,SAO PAULO
ALMEIDA COMERCIO E SERVICOS LTDA,911690000130,"RUA CAMPOS SALLES  677 , BARUERI",-23.506065,-46.875993,BARUERI
CASA MARE MATERIAIS PARA CONSTRUCOES EIRELI,914132000129,"AVENIDA JOAO VENTURA DOS SANTOS  1737 , OSASCO",-23.4944513,-46.7961186,OSASCO
LF ABC COM MAT ELETRICOS LTDA,915359000199,"AVENIDA JEAN LIEUTAUD  154 E , RIO GRANDE DA SERRA",-23.7509962,-46.4010095,RIO GRANDE DA SERRA
CASSIA MARQUES DE OLIVEIRA,916749000183,"AVENIDA RAGUEB CHOHFI  3046 , SAO PAULO",-23.5966698,-46.45612,SAO PAULO
KIMBACOMERCIO DE MATERIAIS P CONSTRUCAO LTDA,917382000112,"AVENIDA ATLANTICA  6158 , SAO PAULO",-23.7175801,-46.7043269,SAO PAULO
MAJ COMERCIO E SERVICOS LTDA,922180000169,"RUA FABIO CONSTANTINI  7 , SAO PAULO",-23.7594943,-46.6655239,SAO PAULO
IFCAMARGO COMERCIO E REPRESENTACOES LTDA,922808000126,"RUA MAX MANGELS SENIOR  364 , SAO BERNARDO DO CAMPO",-23.699115,-46.5680624,SAO BERNARDO DO CAMPO
SINVAL  COMERCIO E REPAROS LTDA,924082000160,"RUA NOVA PALMEIRA  610 , SAO PAULO",-23.4906375,-46.4994818,SAO PAULO
ISALTINO JOAQUIM DE SOUSA,924311000147,"RUA MARIA IMPDA FONSECA  21 , CARAPICUIBA",-23.5400848,-46.8443014,CARAPICUIBA
