,RAZAO SOCIAL,CNPJ,ENDEREÇO,lat,lng,CIDADE,weight
19,UNIAO SBCAMPODEPOSITO DE MATPARA CONSTRUCAO LTDA,7616000194,"RUA PERY RONCHETTI  1600 , SAO BERNARDO DO CAMPO",-23.7050405,-46.5377207,SAO BERNARDO DO CAMPO,4
20,SERVICOS & INSTALACOES ALVES LTDA,7618000183,"RUA JANUARIO DOS SANTOS  65 , SAO PAULO",-23.4760749,-46.7049676,SAO PAULO,2
21,AQUARUM COMERCIO DE MATERIAIS PARA CONSTRUCOES LTDA,7900000160,"RUA AGARUM  SN , SAO PAULO",-23.6273246,-46.6565842,SAO PAULO,2
22,CENTER OLINDA MATERIAIS PARA CONSTRUCAO EIRELI,8495000103,"RUA CLARETIANA  205 , SAO PAULO",-23.6300026,-46.7544802,SAO PAULO,3
23,JULIA MARIA MATERIAIS PARA CONSTRUCAO LTDA,9182000161,"RUA PIMENTA BUENO  431 , SAO PAULO",-23.5402503,-46.587124,SAO PAULO,1
24,QUALY VIDROS LTDA,11207000161,"RUA PETROLINA MARIA DUTRA  114 , SAO BERNARDO DO CAMPO",-23.7297512,-46.5354156,SAO BERNARDO DO CAMPO,4
25,CB CORES COMERCIO DE TINTAS E FERRAMENTAS LTDA,12949000101,"AVENIDA MARIA SERVIDEI DEMARCHI  1756 , SAO BERNARDO DO CAMPO",-23.7396495,-46.5541364,SAO BERNARDO DO CAMPO,4
26,CHAVEIRO TAMBORE LTDA,13363000161,"RUA DA PRATA  1066 , BARUERI",-23.5001615,-46.8637335,BARUERI,4
27,CALHAS NORTE LTDA,13756000175,"RUA ALTO DA BELA VISTA  51 , SAO PAULO",-23.4724766,-46.590422,SAO PAULO,2
28,KIN FERRAGENS EM GERAL LTDA,15801000120,"RUA FRIBURGO  43 , SAO PAULO",-23.4762148,-46.6462332,SAO PAULO,1
29,GOMES & SANCHES COMERCIO DE MATERIAIS PARA CONSTRUCOES LTDA,19576000109,"RUA PIAUI  91 , SAO BERNARDO DO CAMPO",-23.7477305,-46.6160106,SAO BERNARDO DO CAMPO,4
30,COMERCIO DE TINTAS ASSEMBLEIA LTDA,20060000176,"AVENIDA ASSEMBLEIA  254 , DIADEMA",-23.6781917,-46.6300489,DIADEMA,3
31,COMERCIAL FERRAGENS SAO RAFAEL LTDA,20707000160,"AVENIDA BARONESA DE MURITIBA  836 , SAO PAULO",-23.6303549,-46.4701601,SAO PAULO,3
32,MMVC COMERCIO DE REVESTIMENTOS E DECORACOES LTDA,21058000111,"AVENIDA DAS CARINAS  380 , SAO PAULO",-23.6136052,-46.6666634,SAO PAULO,2
33,PAMPLONA SERVICOS DE INSTALACAO E MONTAGEM LTDA,21187000100,"RUA TUMIARU  385 , SANTO ANDRE",-23.6485831,-46.505913,SANTO ANDRE,3
34,VAREJAO DE FERRAGENS PENHA DE FRANCA LTDA,22005000115,"AVENIDA PENHA DE FRANCA  700 , SAO PAULO",-23.520499,-46.546473,SAO PAULO,2
35,REAL TOOLS COMERCIAL LTDA,22488000158,"RUA FLORENCIO DE ABREU  279 , SAO PAULO",-23.541645,-46.6330004,SAO PAULO,1
36,REAL TOOLS COMERCIAL LTDA,22488000158,"RUA FLORENCIO DE ABREU  279 , SAO PAULO",-23.541645,-46.6330004,SAO PAULO,1
37,CONSTRUDOMUS COM DE MAT DE HIDRAULICA E CONSTRUCAO LTDA,24568000142,"RUA PEDROSO DE MORAIS  1067 , SAO PAULO",-23.5614542,-46.693357,SAO PAULO,1
38,MADEIRAS E MATERIAIS PARA CONSTRUCAO TESTA DE PAU LTDA,24858000196,"RODOVIA INDIO TIBIRICA  2753 , RIBEIRAO PIRES",-23.6760119,-46.3510122,RIBEIRAO PIRES,4
39,HUSQY COM DE MAQUINAS AGRICOLAS LTDA,26378000164,"RUA HAYDEN  105 , SAO PAULO",-23.5296609,-46.7334683,SAO PAULO,2
40,MARIA MARLENE BRITES,26984000180,"AVENIDA CONCEICAO  3920 , SAO PAULO",-23.4951355,-46.579766,SAO PAULO,1
41,ANDREACO COMERCIO DE ACO FERRO E METAIS LTDA,27348000172,"RUA CABO OSCAR ROSSINI  922 , SAO PAULO",-23.5166229,-46.5702054,SAO PAULO,1
42,NIKEI COMERCIO DE FERRAGENS LTDA,27468000170,"AVENIDA EDU CHAVES  645 , SAO PAULO",-23.4732192,-46.5710109,SAO PAULO,2
43,"NEUMACON IMPORTACAO, COMERCIO E MANUTENCAO DE FERRAMENTAS LTDA",28367000113,"ALAMEDA CONDE DE P ALEGRE  1333 , SAO CAETANO DO SUL",-23.6376986,-46.5569924,SAO CAETANO DO SUL,2
44,THAGUETA COMERCIO DE MATERIAIS DE CONSTRUCAO LTDA,29072000161,"RUA FRANCISCO OLANDIM  225 , SAO PAULO",-23.619406,-46.5858015,SAO PAULO,2
45,SPARFUSO COM DE PARAFUSOS E FERRAGENS LIMITADA,101636000120,"AVENIDA BOM PASTOR  327 , SANTO ANDRE",-23.6720526,-46.5527717,SANTO ANDRE,3
46,A M SILVA MATERIAIS PARA CONSTRUCAO LTDA,117362000167,"RUA SENADOR EDSON CAVALCANTI  19 , SAO BERNARDO DO CAMPO",-23.7296719,-46.5695599,SAO BERNARDO DO CAMPO,4
47,"FORMAFIX  RECICLADORA, COMERCIO E LOCACAO DE EQUIPAMENTOS EIRELI",119445000195,"RUA PROFESSOR APRIGIO GONZAGA  525 , SAO PAULO",-23.6244501,-46.6352821,SAO PAULO,2
48,UNIACO DISTRIBUIDORA DE FERRAGENS E FERRAMENTAS LTDA,127993000167,"RUA CLAUDIA  110A , SAO PAULO",-23.5211453,-46.526222,SAO PAULO,2
49,EXTRAMAD COMERCIO DE MADEIRAS LTDA,130980000147,"RUA GETULIO VARGAS  85 , RIO GRANDE DA SERRA",-23.7449393,-46.4016411,RIO GRANDE DA SERRA,4
50,JAFIP SISTEMA DE REVESTIMENTO ANTICORROSAO LTDA,139672000182,"ESTRADA DE SAPOPEMBA  2202 , RIBEIRAO PIRES",-23.650509,-46.377959,RIBEIRAO PIRES,4
51,COMERCIAL GONCALVES MADEIRAS E MATERIAIS DE CONSTRUCAO EIRELI,140074000123,"RUA CAIUBI  134 , SANTO ANDRE",-23.6825263,-46.5411392,SANTO ANDRE,3
52,JOAQUIM FERRARIAS NETO,141884000102,"RUA ALFREDO DO VALE CABRAL  26 B , SAO PAULO",-23.5458326,-46.5534794,SAO PAULO,2
53,SOLPEDRAS SERVICOS E COMERCIO DE PEDRAS LTDA,142523000172,"AVENIDA NOVO OSASCO  SN , OSASCO",-23.5657585,-46.7879289,OSASCO,3
54,A CORDEIRO FERRAMENTAS COMERCIO E IMPORTACAO LTDA,150608000100,"RUA FLORENCIO DE ABREU  636 , SAO PAULO",-23.5384301,-46.632873,SAO PAULO,1
55,N TINTAS COMERCIO DE TINTAS LTDA,152006000184,"RUA CLAUDINO ALVES  104 , SAO PAULO",-23.5001741,-46.6172041,SAO PAULO,1
56,ARCO & TETO ARQUITETURA E CONSTRUCAO LTDA,153048000130,"AVENIDA HENRIQUETA MENDES GUERRA  22 , BARUERI",-23.5109655,-46.8752806,BARUERI,4
57,HM PARAFUSOS E ACESSORIOS INDUSTRIAIS LTDA,156268000117,"AVENIDA FRANCISCO FERREIRA LOPES  2493 , MOGI DAS CRUZES",-23.5369455,-46.2225674,MOGI DAS CRUZES,4
58,HM PARAFUSOS E ACESSORIOS INDUSTRIAIS LTDA,156268000206,"AVENIDA FRANCISCO RODRIGUES FILHO  484 , MOGI DAS CRUZES",-23.5178727,-46.1921416,MOGI DAS CRUZES,4
59,J SAMPAIO SUBRINHO,157981000185,"RUA DAS FLORES  372 , ITAQUAQUECETUBA",-23.4763633,-46.3218257,ITAQUAQUECETUBA,4
60,COMERCIO DE MATER P CONSTRUCAO PQ SAO PAULO LTDA,159643000182,"RUA RUA PELAGIA STARBULOV  39 , SAO PAULO",-23.7464755,-46.6892764,SAO PAULO,4
61,MLC ALENCAR,162315000135,"AVENIDA ANTONIO CARLOS BENJAMIM DOS SANTOS  3300 , SAO PAULO",-23.7572501,-46.6949267,SAO PAULO,4
62,ELETRICA IPOJUCA LTDA,164276000105,"RUA TONELERO  1034 , SAO PAULO",-23.5366954,-46.7059043,SAO PAULO,2
63,UNIBEL MADEIRAS E FERRAGENS LTDA,164869000171,"AVENIDA DAS BELEZAS  585 , SAO PAULO",-23.6414606,-46.7444856,SAO PAULO,3
64,J&J ARTESANATO DE METAIS LTDA,164940000116,"AVENIDA ANCHIETA  805 , MOGI DAS CRUZES",-23.5379305,-46.2291712,MOGI DAS CRUZES,4
65,JOAO ALONSO BURANELLO,169150000123,"RUA ARLINDO MARCHETTI  290 , SAO CAETANO DO SUL",-23.6395414,-46.5546911,SAO CAETANO DO SUL,2
66,MIRAI COMERCIO DE FERRAGENS E MAT PCONSTRUCAO LTDA,170255000100,"RUA FENICIA  508 , SANTO ANDRE",-23.63087,-46.4985529,SANTO ANDRE,3
68,ARGAJU COMERCIO DE AREIA E PEDRA LTDA,176627000106,"RUA PIXINGUINHA  320 , SAO PAULO",-23.5890745,-46.7711465,SAO PAULO,3
69,AUTO LAR COMERCIAL LTDA,178936000107,"AVENIDA SAO PAULO  335 , SANTO ANDRE",-23.6674285,-46.4891745,SANTO ANDRE,3
70,EIFFEL COM VAREJISTA DE MATS PCONSTRUCAO LTDA,186414000157,"RUA AMADEU MASSAROTO  343 , SAO PAULO",-23.6096513,-46.4898139,SAO PAULO,2
71,TINTAS CLAUDIA LTDA,190482000190,"AVENIDA JARDIM JAPAO  385 , SAO PAULO",-23.4869373,-46.5778373,SAO PAULO,1
72,LUIS JAEN SOATI 08507065805,196025000102,"RUA WOLSTEIN  78 , SAO PAULO",-23.5196229,-46.5148142,SAO PAULO,2
73,COMERCIO DE PISOS E ESQUADRIAS FORTALEZA LTDA,199526000142,"ESTRADA DE ITAPECERICA  4606 , SAO PAULO",-23.6598792,-46.7724316,SAO PAULO,3
74,SETTEUS COMERCIO DE METAIS LTDA,200078000150,"LARGO SAO JOSE DO MARANHAO  206 , SAO PAULO",-23.5292979,-46.5587224,SAO PAULO,1
75,FL INSTALACOES DE ESTRUTURAS METALICAS LTDA,205911000155,"RUA SEBASTIAO RAZALI  1 , SAO PAULO",-23.5675617,-46.5176346,SAO PAULO,2
76,RINALDO HISSASHI ANDO ELETRICA,208585000130,"RUA TIBURCIO DE SOUZA  505 , SAO PAULO",-23.5014604,-46.3977018,SAO PAULO,4
77,AGARI  COMERCIO DE TINTAS E FERRAGENS LTDA,211092000159,"PRACA AURELIO LOMBARDI  8 , SAO PAULO",-23.5522042,-46.5282005,SAO PAULO,2
78,DIMOPLAN DIVISOES E FORROS LTDA,215588000109,"RUA GONCALO DE SA  1828 , SAO PAULO",-23.4941962,-46.6608398,SAO PAULO,1
79,TETRACAMPEAO MATERIAIS PARA CONSTRUCAO LTDA,218987000115,"RUA REGO FREITAS  286 , SAO PAULO",-23.5443914,-46.6466747,SAO PAULO,1
80,JORGE PEDROSA MARTINS MATERIAIS PARA CONTRUCAO,219007000107,"ESTRADA DOS ALVARENGAS  5975 , SAO BERNARDO DO CAMPO",-23.7416661,-46.6000452,SAO BERNARDO DO CAMPO,4
82,M DE F F OLIVEIRA,220221000175,"RUA POLONIA  122 , DIADEMA",-23.6691361,-46.6092934,DIADEMA,3
83,LIGA COMERCIO DE MATERIAL ELETRICO HIDRAULICO LTDA,230538000192,"AVENIDA MOINHO FABRINI  376 , SAO BERNARDO DO CAMPO",-23.696135,-46.5818768,SAO BERNARDO DO CAMPO,3
84,ALCIDES OLIVEIRA CARMO LTDA,230696000142,"AVENIDA AMADOR BUENO DA VEIGA  557 , SAO PAULO",-23.5220384,-46.5393098,SAO PAULO,2
85,OSVALDO JOAQUIM MATERIAL PARA CONSTRUCAO,231192000147,"RUA CRUZES DE PEDRA  499 , SAO PAULO",-23.6310665,-46.4409012,SAO PAULO,3
86,PINHO BARRACAS LTDA,232310000131,"RUA CASEMIRO MISSKINIZ  250 , SAO PAULO",-23.5555631,-46.4752531,SAO PAULO,3
87,FANAN MATERIAIS PARA CONSTRUCAO LTDA,232406000108,"AVENIDA DO RIO BONITO  1260 , SAO PAULO",-23.6837394,-46.7035414,SAO PAULO,3
88,TINTAS KINA SAN LTDA,234731000100,"AVENIDA MATEO BEI  287 , SAO PAULO",-23.5859024,-46.4912019,SAO PAULO,2
89,MADE 1000 MATERIAIS PARA CONSTRUCAO LTDA,239901000130,"RUA GENERAL FLORES  490 , SAO PAULO",-23.5221156,-46.6429541,SAO PAULO,1
90,P S DE ALMEIDA COMPLEMENTOS PARA PINTURA,240884000151,"RUA ZINIAS  22 , MAUA",-23.6969353,-46.4589325,MAUA,4
91,HEYDIM COMERCIO DE FERRAGENS LTDA,242154000190,"ESTRADA DO PEDROSO  1523 , SANTO ANDRE",-23.7112739,-46.5003009,SANTO ANDRE,4
92,"JORMAR COMERCIO DE FERRAGENS, HIDRAULICA, ELETRICA E TINTAS LTDA",242159000112,"AVENIDA SAO PAULO  273 , SANTO ANDRE",-23.6671196,-46.4895607,SANTO ANDRE,3
93,PACO COMERCIO DE TINTAS LTDA,246600000134,"RUA VERISSIMO DA SILVA  153 , SAO PAULO",-23.5730332,-46.4802347,SAO PAULO,3
94,MARMORARIA JARDIM GUAPIRA GRANITOS E PEDRAS G LTDA,247898000105,"RUA MARIA AMALIA LOPES DE AZEVEDO  3790 , SAO PAULO",-23.4567157,-46.5902945,SAO PAULO,2
95,ESPRINAFER COMERCIO DE FERRO E ACESSORIOS LTDA M E,248853000147,"RUA ACACCIO FONTOURA  744 , SAO PAULO",-23.7349282,-46.7116198,SAO PAULO,4
96,CENTURIA FERRAGENS E PARAFUSOS EIRELI,249162000168,"RUA SAO FRANCISCO DO HUMAITA  398 , SAO PAULO",-23.46351,-46.6748193,SAO PAULO,2
97,HERCULES MATERIAIS PARA CONSTRUCAO LTDA,250987000100,"AVENIDA ANTONELLO DA MESSINA  495 , SAO PAULO",-23.4522645,-46.5888809,SAO PAULO,2
98,SILVA FERRAGENS FERRAMENTAS E LAMINADOS LTDA,252998000111,"RUA DEOCLECIANO OLIVEIRA FILHO  583 , SAO PAULO",-23.6690438,-46.75594,SAO PAULO,3
99,BONI MATERIAIS DE CONSTRUCOES LTDA,253662000173,"AVENIDA SAO JOAO BATISTA  341 , SAO BERNARDO DO CAMPO",-23.6510611,-46.5711496,SAO BERNARDO DO CAMPO,3
100,COMERCIO DE VIDROS E CRISTAIS REGINA LTDA,254007000130,"AVENIDA SEN ROBERTO SIMONSEN  1289 , SAO CAETANO DO SUL",-23.6245416,-46.5749049,SAO CAETANO DO SUL,2
101,DIPLAC COMERCIO E INDUSTRIA DE GESSO LTDA,256322000104,"AVENIDA DR SILVIO MARGARIDO  87 , SAO PAULO",-23.5865524,-46.7682692,SAO PAULO,3
102,MATERIAIS DE CONSTRUCAO VILA NOVA YORK LTDA,259684000140,"PRACA EULALIO DE CARVALHO  70 , SAO PAULO",-23.5804688,-46.5097378,SAO PAULO,2
103,DIGITAL COMERCIO E REPRESENTACOES LTDA,261752000106,"RUA JOSE DE ALMEIDA  333 , SAO PAULO",-23.4914561,-46.5956095,SAO PAULO,1
105,ZARO REVESTIMENTOS LTDA,275117000188,"RUA DR MIRANDA AZEVEDO  1064 , SAO PAULO",-23.5331346,-46.6926591,SAO PAULO,1
106,A B S COMERCIO DE MATERIAIS PARA CONSTRUCAO LTDA,278536000173,"RUA POTI  62 , DIADEMA",-23.6630837,-46.6143946,DIADEMA,2
107,MULTIOBRAS COMERCIO DE MATERIAIS DE CONSTRUCAO LTDA,279878000108,"AVENIDA ABILIO PEDRO RAMOS  665 , SAO PAULO",-23.4604171,-46.5746486,SAO PAULO,2
108,HIDRO PIPE TUBOS E CONEXOES EIRELI,280960000152,"RUA GOMES FREIRE  533 , SAO PAULO",-23.5241013,-46.7080725,SAO PAULO,2
109,CENTER TINTAS ARCO IRIS LTDA,281518000140,"RUA VISCONDE DE JAGUARI  110 , SAO PAULO",-23.4907877,-46.6857393,SAO PAULO,2
110,FEMABRA ABRASIVOS E FERRAMENTAS LTDA,282788000176,"RUA MANUEL HERNANDES LOPES (VL DAISY)  413 , SAO BERNARDO DO CAMPO",-23.6826978,-46.5640867,SAO BERNARDO DO CAMPO,3
111,RAYTECK ELEVADORES ASSISTENCIA TECNICA E COMERCIO DE PECASLTDA,282878000167,"RUA CONEGO VICENTE M MARINO  142 , SAO PAULO",-23.5268859,-46.6496823,SAO PAULO,1
112,ROSA MARIA SILVA BOGAR,292710000132,"AVENIDA JOAO  DIAS  1859 , SAO PAULO",-23.6449997,-46.7183355,SAO PAULO,3
113,TUCANO DOVALLE COMERCIO DE MATERIAIS PARA CONSTRUCAO LTDA,298627000170,"AVENIDA PAULO GUILGUER REIMBERG  1302 , SAO PAULO",-23.7733588,-46.7078179,SAO PAULO,4
114,COMERCIO DE FERRAGENS MIGUEL GARCIA LTDA,302549000130,"AVENIDA CANGAIBA  2805 , SAO PAULO",-23.5058482,-46.5286962,SAO PAULO,2
115,CENTER PENHA COMERCIO DE MATERIAIS PARA CONSTRUCAO EIRELI,303224000172,"RUA FAUSTINO PAGANINI  2180 , SAO PAULO",-23.5095413,-46.5310524,SAO PAULO,2
116,JDS MARCENARIA VILA ESPERANCA EIRELI,307915000144,"RUA MARIA CARLOTA  472 , SAO PAULO",-23.525785,-46.5284465,SAO PAULO,2
117,TINTAS YOSHI LTDA,317573000143,"AVENIDA DEZENOVE DE JANEIRO  69 , SAO PAULO",-23.5535356,-46.5275847,SAO PAULO,2
118,COMERCIAL E LOCADORA DE VEICULOS CENTRAL SUL LTDA,318377000193,"RUA OTAVIO TARQUINIO DE SOUZA  457 , SAO PAULO",-23.6200131,-46.6658659,SAO PAULO,2
119,VEROFER COMERCIAL DE FERRO E ACO LTDA,318794000136,"AVENIDA MARGINAL DOIS  1404 , ITAQUAQUECETUBA",-23.4932619,-46.3612709,ITAQUAQUECETUBA,4
120,RT CHAVES COMERCIAL LTDA,327729000177,"AVENIDA SAO JOSE  1080 , OSASCO",-23.5149212,-46.764581,OSASCO,2
121,PENHENSE COMERCIO DE MATERIAIS PARA CONSTRUCAO LTDA,333342000123,"RUA ANTONIO LOBO  139 , SAO PAULO",-23.5245543,-46.5456335,SAO PAULO,2
122,SPECIAN GOMES MATERIAIS PARA CONSTRUCAO LTDA,333817000181,"AVENIDA ACLIMACAO  825 , SANTO ANDRE",-23.7023798,-46.5188004,SANTO ANDRE,4
123,NOVO RUMO ELETRICA HIDRAULICA LTDA,340007000152,"AVENIDA ENG SOARES DE CAMARGO  391 , SAO PAULO",-23.5403849,-46.5010528,SAO PAULO,2
124,KM 12 DEPOSITO DE MATERIAIS PARA CONSTRUCAO LTDA,342384000120,"RUA USHIKICHI KAMIYA  273 , SAO PAULO",-23.4430118,-46.5921488,SAO PAULO,2
125,VALE DO ITAPETI COMERCIO E CONSTRUCAO LTDA,342788000114,"RUA SERAFIM POLI  232 , SAO PAULO",-23.5198899,-46.5779172,SAO PAULO,1
126,ELISABETE RIBEIRO MARINHO OSASCO,345110000195,"AVENIDA DOS AUTONOMISTAS  5215 , OSASCO",-23.5269,-46.7971773,OSASCO,3
127,FOGOES JUNDIAI LTDA,350650000167,"RUA VINTE E TRES DE MAIO  449 , JUNDIAI",-23.198618,-46.8841199,JUNDIAI,4
128,OYASSUI MATERIAIS PARA CONSTRUCOES LTDA,358901000150,"RUA JOSE RAMOS TEIXEIRA (VL TEIXEIRA)  252 , DIADEMA",-23.696433,-46.6264216,DIADEMA,3
129,REIMUR COMERCIO DE TINTAS LTDA,362425000140,"RUA PAIS LEME  215 , SAO PAULO",-23.5686377,-46.6987543,SAO PAULO,1
130,J MANDO COMERCIO DE FERRO E ACO LTDA,363114000104,"RUA CARIRIS  117 , DIADEMA",-23.6904376,-46.5847892,DIADEMA,3
131,SAVANA COMERCIO DE TINTAS LTDA,369636000105,"AVENIDA PEDRO SEVERINO  222 , SAO PAULO",-23.6317122,-46.643271,SAO PAULO,2
132,CERAMICA E OLARIA ABCD INDUSTRIA DE BLOCOS CERAMICOS LTDA,370590000144,"RUA MOCAMBO  290 , SANTO ANDRE",-23.6252736,-46.5160097,SANTO ANDRE,2
133,CERAMICA E OLARIA ABCD INDUSTRIA DE BLOCOS CERAMICOS LTDA,370590000144,"RUA MOCAMBO  290 , SANTO ANDRE",-23.6252736,-46.5160097,SANTO ANDRE,2
134,CERAMICA E OLARIA ABCD INDUSTRIA DE BLOCOS CERAMICOS LTDA,370590000144,"RUA MOCAMBO  290 , SANTO ANDRE",-23.6252736,-46.5160097,SANTO ANDRE,2
135,CERAMICA E OLARIA ABCD INDUSTRIA DE BLOCOS CERAMICOS LTDA,370590000144,"RUA MOCAMBO  290 , SANTO ANDRE",-23.6252736,-46.5160097,SANTO ANDRE,2
136,CERAMICA E OLARIA ABCD INDUSTRIA DE BLOCOS CERAMICOS LTDA,370590000144,"RUA MOCAMBO  290 , SANTO ANDRE",-23.6252736,-46.5160097,SANTO ANDRE,2
137,PROJETA COMERCIO DE MATERIAIS PARA CONSTRUCAO LTDA,383683000103,"RUA MIRANDINHA  453 , SAO PAULO",-23.526171,-46.5363663,SAO PAULO,2
138,NELSON DOS SANTOS PAES JUNIOR,386637000168,"RUA RUA UNA DO PRELADO  178 , SAO PAULO",-23.6745948,-46.6892273,SAO PAULO,3
139,ELITE ELETRICIDADE TECNICA LTDA,396474000102,"AVENIDA DOUTOR VITAL BRASIL  711 , SAO PAULO",-23.5706882,-46.7110455,SAO PAULO,2
140,RODRIGUES ARTEFATOS DE MADEIRA E COMERCIO LTDA,401846000133,"RUA DIAMANTINA MATHEUS  310 , SAO PAULO",-23.4652671,-46.671851,SAO PAULO,2
141,ADRIANA E CARLOTA PINTURA E OBJETOS LTDA,405098000167,"RUA CAPITAO GUEDES PORTILHO  6 , SAO PAULO",-23.5913541,-46.6791195,SAO PAULO,2
142,JAIR COMERCIAL DE VIDROS E MOLDURAS LTDA,414910000110,"RUA JOSE  BARROS MAGALDI  1314 , SAO PAULO",-23.6690421,-46.7381217,SAO PAULO,3
143,JOTAMA COMERCIAL ELETRICA EIRELI,416062000189,"AVENIDA VOLUNTARIO FERNANDO PINHEIRO FRANCO  253 , MOGI DAS CRUZES",-23.5246921,-46.1971519,MOGI DAS CRUZES,4
144,NOVA ARTE  COMERCIO DE ACABAMENTOS PARA CONSTRUCAO LTDA,418495000173,"RUA DAS PALMEIRAS  393 , SANTO ANDRE",-23.6473847,-46.5384355,SANTO ANDRE,3
145,VIDRACARIA FKR EIRELI,425097000184,"RUA AGUDOS  239 , OSASCO",-23.5145601,-46.7767409,OSASCO,3
146,FLANKE AUTOMACAO LTDA,430278000107,"RUA ENGENHEIRO SILVA BRAGA  355 , SAO PAULO",-23.6294361,-46.6122869,SAO PAULO,2
147,JOMAG COMERCIO E COLOCACOES DE DIVISORIAS LTDA,431251000120,"RUA DOS CRISTAIS  181 , SAO CAETANO DO SUL",-23.6096592,-46.551776,SAO CAETANO DO SUL,2
148,CLAUDIO G V PINTO MATERIAIS DE CONSTRUCAO,432683000156,"ESTRADA DO RIO ACIMA  4572 , SAO BERNARDO DO CAMPO",-23.802383,-46.5419616,SAO BERNARDO DO CAMPO,4
149,L & F CARDOSO LIMITADA,441425000136,"RUA MAX PLANCK  200 , SAO PAULO",-23.5319287,-46.4779036,SAO PAULO,3
150,L & F CARDOSO LIMITADA,441425000217,"RUA CLAUDIO PTOLOMEU  667 , SAO PAULO",-23.5320784,-46.477644,SAO PAULO,3
151,PAULO DE TARCIO SILVA,445430000117,"AVENIDA MARECHAL TITO  2805 , SAO PAULO",-23.4936209,-46.4185461,SAO PAULO,4
152,"SIEG COMERCIO, ASSESSORIA EM TECNOLOGIA E AUTOMACAO LTDA",448801000114,"RUA CESAR PENA RAMOS,  306 , SAO PAULO",-23.4905632,-46.6637584,SAO PAULO,1
153,TEKMAT MATERIAIS PARA CONSTRUCAO LTDA,453190000100,"AVENIDA LUCAS NOGUEIRA GARCES  39 , POA",-23.5312517,-46.347146,POA,4
154,NESTOR FERRAZ DE PAIVA,454814000104,"RUA ABIORAMA  359 , MOGI DAS CRUZES",-23.5572594,-46.222657,MOGI DAS CRUZES,4
155,CONSTRUTEM COMERCIO E ASSISTENCIA LTDA,455001000120," JOAQUIM NABUCO  49 , SAO CAETANO DO SUL",-23.6175286,-46.5763358,SAO CAETANO DO SUL,2
156,PROMOCAO MATERIAIS PARA CONSTRUCAO LTDA,461701000128,"RUA ITAPEIM  1313 , SAO PAULO",-23.6197227,-46.7299052,SAO PAULO,2
157,PENKY COMERCIAL EIRELI,465530000105,"RUA AGUDOS  341 , OSASCO",-23.5138501,-46.777257,OSASCO,3
158,REVAL COMERCIO DE MATERIAL PARA CONSTRUCAO EM GERAL LTD,467114000146,"AVENIDA KUMAKI AOKI  466 , SAO PAULO",-23.4800907,-46.4250585,SAO PAULO,3
159,COMERCIAL BRASILANDIA DE FERRAGENS LTDA,467768000170,"RUA PARAPUA  1827 , SAO PAULO",-23.4701284,-46.6936309,SAO PAULO,2
160,ABC IMPER COM E APLICACAO DE IMPERMEABILIZACOES LTD,472508000192,"RUA NAPOLI  48 , SANTO ANDRE",-23.6263264,-46.5384854,SANTO ANDRE,2
161,NOVA RIBEIRAO COMERCIO DE TINTAS LTDA,475410000199,"RUA ALBA  1406 , SAO PAULO",-23.6475995,-46.6607235,SAO PAULO,2
162,FLORENTINO MATERIAIS PARA CONSTRUCAO LTDA,476502000193,"RUA ARMANDO VIEIRA  330 , SAO PAULO",-23.7061743,-46.6870461,SAO PAULO,3
163,LOCARDI ALUGUEL DE EQUIPAMENTOS LTDA,478089000104,"RUA DOUTOR ANDRE  BRENHA RIBEIRO  134 , SAO PAULO",-23.6451823,-46.7428115,SAO PAULO,3
164,VIANA COMERCIO DE FERRAGENS E FERRAMENTAS LTDA,484146000150,"AVENIDA SARAH VELOSO  534 , OSASCO",-23.5652321,-46.8027376,OSASCO,3
165,SEG & GESSO COMERCIAL E SERVICOS LTDA,486207000118,"RUA PARU  80 , SAO PAULO",-23.4719969,-46.6002595,SAO PAULO,2
166,ALCANFERR FERRAMENTAS DE CORTE LTDA,487095000110,"RUA ESTEVAO FURQUIM  461 , SAO PAULO",-23.4962442,-46.6936062,SAO PAULO,1
167,ANTONIO WASHINGTON NUNES DA SILVA,488659000139,"RUA DAS TULIPAS  82 , BARUERI",-23.4982762,-46.8909457,BARUERI,4
168,ANESIO FIORAVANTE COM DE MATERIAIS PCONSTRUCAO LTDA,490159000131,"RUA VINTE E DOIS DE AGOSTO  264 , SAO PAULO",-23.4676887,-46.6598055,SAO PAULO,2
169,VICENTE TSUNAO WATANABE,495963000103,"AVENIDA CONDE DE MONTE CRISTO  934 , SUZANO",-23.5357445,-46.3301459,SUZANO,4
170,AKINAGA COMERCIO DE ELETRICA HIDRAULICA E FERRAMENTAS LTDA,503602000161,"RUA GENERAL FRANCISCO GLICERIO  2103 , SUZANO",-23.5529041,-46.3154002,SUZANO,4
171,F ALVES DE CARVALHO,504895000100,"AVENIDA ALEXIOS JAFET  2714 , SAO PAULO",-23.4343778,-46.754764,SAO PAULO,3
172,CENTER FANTI COMERCIO VAREJ DE MATP CONSTRUCAO LTDA,507321000187,"RUA DULCE  368 , SAO PAULO",-23.5525902,-46.5370223,SAO PAULO,2
173,AGNALDO TIEN KUO CHANG,507843000189,"AVENIDA PADRE ANTONIO JSANTOS  1099 , SAO PAULO",-23.609251,-46.6881584,SAO PAULO,2
